p_id2,start_year,season_days_injured,total_days_injured,season_minutes_played,season_games_played,season_matches_in_squad,total_minutes_played,total_games_played,dob,height_cm,weight_kg,nationality,work_rate,pace,physic,fifa_rating,position,age,bmi,work_rate_numeric,position_numeric,significant_injury_prev_season,cumulative_days_injured,season_days_injured_prev_season,target
903,2004,50,322,1405,4,22,6798,109,1972-06-21,175,79,Hyderabad,Low,42,58,95,Midfielder,19,23.074665896045612,2,4,0,742,19,1
904,2012,21,382,1218,22,35,25307,367,1972-06-22,179,74,Hyderabad,High,44,30,72,Midfielder,38,25.882506793508604,3,1,1,829,53,1
905,2007,86,487,2610,29,23,12546,160,1972-06-23,180,83,Mumbai,Medium,76,98,67,Defender,18,20.53625877101999,3,2,0,598,61,0
906,2015,27,153,1662,24,40,37829,349,1972-06-24,196,58,Mumbai,High,52,93,53,Defender,20,29.568134340979466,2,1,1,98,93,1
907,2012,72,61,121,19,31,31397,300,1972-06-25,157,69,Chennai,Low,62,98,96,Goalkeeper,23,26.082486166676745,1,3,1,137,37,1
908,2019,8,178,556,1,46,797,472,1972-06-26,154,72,Bangalore,Low,45,44,84,Midfielder,39,26.34737081723063,3,2,1,995,80,0
909,2003,49,11,106,37,40,2613,441,1972-06-27,160,95,Bangalore,High,84,41,50,Goalkeeper,26,25.32666868448939,2,1,1,681,80,1
910,2020,12,388,2879,37,23,38951,223,1972-06-28,161,93,Bangalore,Medium,66,92,98,Goalkeeper,23,28.407216291515454,1,2,0,181,77,0
911,2021,75,457,2013,16,45,36622,463,1972-06-29,192,95,Hyderabad,High,76,71,64,Forward,33,26.081640934691897,2,1,0,751,58,1
912,2024,5,390,1861,34,25,5767,255,1972-06-30,182,98,Delhi,Medium,47,44,75,Midfielder,36,29.451306996298392,3,1,1,809,64,1
913,2007,25,62,2527,8,10,20046,16,1972-07-01,183,98,Bangalore,Low,37,88,97,Goalkeeper,18,25.538479109651597,3,1,1,223,62,0
914,2017,53,132,2437,25,47,10629,359,1972-07-02,178,58,Bangalore,Low,63,52,72,Goalkeeper,21,21.421195311853506,1,2,0,711,34,1
915,2011,58,146,2645,18,15,35021,340,1972-07-03,194,51,Delhi,Low,59,38,67,Midfielder,30,23.41674857296441,1,2,0,176,89,1
916,2009,23,454,2341,22,7,23674,273,1972-07-04,162,97,Delhi,High,70,90,64,Goalkeeper,23,28.397928418917644,3,4,0,997,67,0
917,2000,80,494,2018,4,2,11678,308,1972-07-05,184,97,Delhi,Low,71,73,83,Goalkeeper,36,19.873751042040134,2,2,0,354,51,0
918,2016,93,1,2974,37,47,5851,307,1972-07-06,179,57,Mumbai,Low,47,94,52,Defender,24,19.16083511612605,2,3,0,346,12,0
919,2001,71,159,2661,10,5,28353,102,1972-07-07,184,87,Delhi,Low,69,52,64,Midfielder,23,19.875312935139263,2,2,0,960,42,1
920,2015,85,206,1327,9,45,23695,51,1972-07-08,176,58,Delhi,Medium,32,53,71,Defender,36,28.343610792959698,3,2,0,707,78,0
921,2015,77,65,1754,20,47,7869,97,1972-07-09,182,84,Bangalore,Low,82,57,74,Forward,30,19.662378092463797,2,1,0,584,30,1
922,2008,18,333,1988,9,6,48112,175,1972-07-10,189,56,Bangalore,Low,60,63,93,Goalkeeper,24,27.15365851670048,2,2,1,943,35,1
923,2018,65,18,1077,28,43,40720,85,1972-07-11,150,97,Mumbai,Low,61,74,53,Goalkeeper,30,27.04193185411128,2,3,0,67,71,0
924,2022,71,493,2271,19,20,18926,272,1972-07-12,171,91,Delhi,Medium,86,36,63,Forward,26,18.803911465197054,3,2,1,408,86,1
925,2017,36,140,959,4,47,29303,423,1972-07-13,180,92,Chennai,Medium,93,34,53,Forward,38,26.510118090258814,2,4,0,607,54,0
926,2024,23,372,1310,28,15,47128,300,1972-07-14,194,86,Delhi,High,68,98,79,Forward,39,26.019472645340354,1,2,1,169,26,0
927,2005,7,1,1117,22,17,6539,46,1972-07-15,182,52,Bangalore,High,79,45,67,Midfielder,35,26.526175021780865,3,2,1,520,39,0
928,2002,76,99,1771,35,16,38787,64,1972-07-16,175,74,Bangalore,Medium,53,64,52,Defender,27,20.909586453728366,3,2,0,129,60,1
929,2011,66,13,1277,6,18,39525,149,1972-07-17,193,58,Delhi,Low,86,83,94,Defender,24,22.263372147391127,1,1,1,205,94,0
930,2019,83,416,2023,14,38,28564,22,1972-07-18,199,79,Delhi,High,43,74,83,Forward,34,26.718219694499147,1,3,1,81,2,1
931,2009,14,487,1312,22,38,30272,96,1972-07-19,172,99,Delhi,Medium,96,68,94,Goalkeeper,20,23.47319123354715,1,3,0,468,15,0
932,2010,91,331,600,21,44,32156,69,1972-07-20,160,54,Hyderabad,Low,56,34,74,Forward,20,21.250249514407162,3,3,0,15,72,0
933,2006,41,328,1912,29,37,20713,165,1972-07-21,155,57,Chennai,High,85,89,61,Defender,23,28.48579353929771,3,3,1,315,77,0
934,2013,62,49,1343,15,27,35902,429,1972-07-22,193,78,Delhi,Medium,48,64,79,Forward,24,28.430822803712402,3,3,0,858,59,0
935,2017,58,339,824,8,8,17974,380,1972-07-23,180,80,Bangalore,Low,57,39,66,Midfielder,38,26.039223631451165,2,3,1,84,32,1
936,2001,36,335,2149,17,19,41424,385,1972-07-24,164,71,Bangalore,Low,40,78,57,Goalkeeper,36,24.45698826026195,3,2,1,682,17,0
937,2000,2,55,1936,18,31,37295,427,1972-07-25,184,69,Chennai,Low,37,82,55,Midfielder,35,27.076348670688983,1,4,1,384,70,0
938,2017,69,221,507,20,40,21661,389,1972-07-26,177,57,Delhi,High,70,62,62,Forward,31,25.54201275039231,3,3,0,75,84,0
939,2011,85,471,2397,22,14,47515,48,1972-07-27,170,71,Delhi,Low,88,80,88,Forward,22,21.685811209573078,1,1,0,233,30,1
940,2022,55,477,2199,36,48,3506,442,1972-07-28,193,87,Hyderabad,Medium,41,66,79,Goalkeeper,28,22.32647509270131,3,2,0,464,28,1
941,2022,57,457,2242,17,25,601,141,1972-07-29,192,73,Delhi,Medium,68,83,68,Defender,35,26.597588347427546,3,2,0,478,66,1
942,2011,11,370,2131,12,1,46808,454,1972-07-30,162,73,Mumbai,High,73,38,69,Forward,26,20.478003301949503,1,1,1,522,34,1
943,2011,35,272,2762,37,6,34643,493,1972-07-31,158,74,Bangalore,Low,80,53,79,Goalkeeper,25,24.14596118448399,3,4,0,93,78,0
944,2023,99,441,2900,36,45,12472,338,1972-08-01,173,82,Bangalore,High,51,89,79,Defender,18,19.46031190233546,2,4,1,720,23,0
945,2010,92,202,1669,8,5,6438,394,1972-08-02,162,81,Mumbai,Medium,88,71,63,Goalkeeper,24,21.27737708256532,1,1,1,712,34,1
946,2018,52,126,2353,12,30,42199,80,1972-08-03,152,71,Mumbai,Medium,92,40,56,Defender,39,26.715557463644764,3,2,1,352,99,1
947,2012,16,432,2078,10,1,42404,376,1972-08-04,159,64,Hyderabad,Low,91,80,62,Midfielder,32,23.86280480204385,1,3,0,850,68,1
948,2020,30,173,2855,37,7,34990,250,1972-08-05,192,65,Hyderabad,Medium,94,44,79,Defender,30,24.054373910273096,2,2,1,939,9,1
949,2003,79,62,1201,16,14,480,282,1972-08-06,160,83,Hyderabad,Low,43,77,58,Defender,18,19.932524921925662,1,2,0,786,11,0
950,2011,40,253,1698,10,10,27785,152,1972-08-07,164,56,Bangalore,Low,61,86,68,Defender,24,24.830318665184045,1,3,1,775,64,0
951,2009,5,344,490,27,39,48270,459,1972-08-08,152,50,Delhi,Medium,44,80,67,Midfielder,38,25.25457011314822,1,4,1,364,46,0
952,2002,85,78,92,18,37,14584,332,1972-08-09,150,51,Chennai,High,45,31,75,Midfielder,25,28.319171597260848,3,2,1,625,1,0
953,2004,69,62,540,21,0,48005,162,1972-08-10,180,75,Bangalore,Low,35,33,83,Defender,34,25.124713571011274,3,2,0,784,13,1
954,2015,37,386,2714,25,12,23816,492,1972-08-11,182,61,Delhi,Low,58,96,71,Goalkeeper,19,23.39315198813814,1,4,1,157,51,1
955,2012,74,280,2328,32,28,7644,458,1972-08-12,197,64,Delhi,High,80,64,79,Goalkeeper,37,21.903398222547246,1,3,1,44,25,1
956,2019,73,282,713,8,15,31521,73,1972-08-13,154,69,Mumbai,Medium,87,50,54,Goalkeeper,22,24.537969035632045,1,3,1,315,17,0
957,2016,75,362,2270,20,14,49659,312,1972-08-14,176,74,Delhi,High,94,93,81,Goalkeeper,22,20.236698045775253,3,1,1,520,15,0
958,2006,1,460,2288,19,33,41874,223,1972-08-15,186,71,Chennai,Low,89,77,93,Forward,33,22.407626067321836,3,1,0,445,34,0
959,2013,61,467,1624,19,32,41965,113,1972-08-16,187,58,Delhi,Medium,53,89,51,Defender,25,18.99001823783384,2,1,1,897,94,0
960,2004,70,393,2191,4,3,16496,390,1972-08-17,181,76,Mumbai,High,48,66,90,Defender,29,28.752636381743535,1,3,0,707,10,0
961,2021,44,36,1441,20,22,32881,487,1972-08-18,183,88,Delhi,Medium,47,43,72,Midfielder,20,26.991861430012747,3,4,0,470,54,0
962,2003,22,201,728,18,35,41697,455,1972-08-19,156,96,Chennai,Medium,36,38,56,Defender,36,26.118047452665284,2,1,1,817,33,0
963,2017,1,181,2125,7,2,41168,273,1972-08-20,156,79,Mumbai,High,89,91,91,Midfielder,24,25.21007268349864,1,2,0,715,83,1
964,2004,34,261,1286,23,36,28874,320,1972-08-21,185,89,Bangalore,Medium,68,71,61,Midfielder,24,26.651318302558852,1,1,0,279,73,1
965,2004,16,20,1823,35,28,35823,309,1972-08-22,179,81,Hyderabad,Medium,96,56,89,Goalkeeper,39,28.46396512734041,1,3,0,955,11,0
966,2002,96,447,375,6,5,17655,141,1972-08-23,199,92,Bangalore,Low,88,43,60,Midfielder,29,24.880668795814863,3,3,0,39,41,1
967,2023,56,22,2071,14,43,7218,7,1972-08-24,194,60,Chennai,High,38,77,75,Forward,26,27.431382166561686,2,3,1,174,7,1
968,2019,39,61,721,8,21,2470,484,1972-08-25,150,63,Chennai,Low,70,61,86,Defender,39,29.145248263451084,1,3,1,811,14,1
969,2007,77,368,1641,13,37,6400,118,1972-08-26,172,68,Mumbai,High,38,92,54,Forward,18,23.58716191246368,1,4,0,790,36,0
970,2000,1,337,666,2,48,44003,302,1972-08-27,176,62,Chennai,High,80,87,64,Defender,18,23.76323646488065,2,4,0,5,73,0
971,2021,12,206,29,3,35,2202,344,1972-08-28,161,58,Hyderabad,High,38,42,85,Goalkeeper,19,29.92500598377486,1,2,0,373,41,0
972,2006,8,307,699,25,44,14337,420,1972-08-29,199,90,Hyderabad,High,30,31,54,Defender,34,21.00674843889354,3,2,1,515,49,1
973,2008,40,73,2861,24,20,15160,348,1972-08-30,194,92,Bangalore,Low,64,88,82,Defender,20,24.195207329301468,2,3,0,908,14,1
974,2002,45,31,1240,1,37,10032,121,1972-08-31,180,90,Hyderabad,Medium,88,43,59,Defender,39,29.58733487555751,2,4,1,377,29,0
975,2019,26,39,780,9,11,4190,288,1972-09-01,175,71,Hyderabad,Medium,69,53,69,Forward,25,29.163268878613486,3,3,1,297,23,1
976,2017,16,348,1650,1,29,44982,360,1972-09-02,182,63,Bangalore,Low,87,33,66,Goalkeeper,39,28.147720824961304,1,2,0,854,68,1
977,2006,73,40,1323,19,30,27629,158,1972-09-03,180,87,Bangalore,Medium,41,58,52,Defender,26,29.10663405566719,3,4,1,179,1,1
978,2016,46,41,2913,24,11,8011,120,1972-09-04,158,98,Bangalore,Low,62,86,53,Goalkeeper,24,21.560399764103412,2,2,1,234,50,0
979,2003,1,130,123,3,18,1749,403,1972-09-05,188,95,Chennai,High,84,96,87,Forward,24,27.904562264138615,3,3,1,405,6,0
980,2004,14,304,2092,26,23,23974,81,1972-09-06,178,54,Mumbai,Medium,40,44,77,Midfielder,19,28.485809212542378,2,4,1,187,96,0
981,2004,1,382,722,34,45,8503,386,1972-09-07,167,91,Delhi,Medium,61,44,61,Midfielder,23,22.727994354483236,3,3,1,125,73,1
982,2014,71,6,1878,28,7,819,270,1972-09-08,186,98,Chennai,Low,97,42,67,Midfielder,27,28.40360638564031,3,2,0,922,19,1
983,2022,22,277,756,27,43,969,273,1972-09-09,183,86,Bangalore,Medium,98,54,93,Defender,23,23.919391547261522,3,4,1,360,38,0
984,2007,80,198,2172,10,49,14449,465,1972-09-10,173,91,Mumbai,Medium,96,90,63,Defender,22,25.50879400394375,3,4,0,137,41,1
985,2024,69,249,189,23,29,18993,70,1972-09-11,161,74,Bangalore,High,38,78,83,Goalkeeper,23,18.59678193309312,3,4,0,852,83,1
986,2020,80,368,2188,5,49,18613,345,1972-09-12,184,82,Chennai,Medium,81,79,57,Forward,36,25.95656101700243,1,2,0,968,10,1
987,2023,71,497,797,10,21,32568,368,1972-09-13,162,75,Delhi,High,47,45,51,Midfielder,34,21.54735674833888,2,1,1,266,24,0
988,2003,99,417,1663,5,25,19588,480,1972-09-14,178,98,Mumbai,Low,67,92,84,Midfielder,33,22.760310518009334,3,1,1,411,35,1
989,2010,51,290,848,4,10,3700,446,1972-09-15,175,74,Mumbai,High,97,62,96,Forward,30,23.092796076691783,2,2,1,357,58,1
990,2000,50,77,878,3,27,3323,491,1972-09-16,158,69,Hyderabad,Low,60,38,66,Midfielder,32,21.108101589259903,1,1,0,685,20,1
991,2022,54,315,1770,22,31,9881,179,1972-09-17,171,80,Chennai,High,60,47,83,Forward,22,28.088251679221273,2,4,0,691,0,0
992,2009,15,36,1805,30,24,12893,387,1972-09-18,196,80,Mumbai,Medium,53,40,97,Goalkeeper,27,27.169668642433017,2,4,0,449,96,1
993,2011,54,104,639,22,39,23666,39,1972-09-19,172,77,Chennai,Low,86,38,56,Midfielder,38,22.757044591291255,2,2,1,395,72,0
994,2020,18,387,1430,9,0,41964,444,1972-09-20,168,73,Chennai,Low,86,51,52,Goalkeeper,33,28.445795877586725,3,4,0,998,98,0
995,2015,95,203,2696,34,39,18078,70,1972-09-21,169,83,Delhi,High,43,84,56,Midfielder,39,20.78972752128464,3,1,1,449,43,0
996,2019,63,27,4,4,22,46402,266,1972-09-22,193,50,Mumbai,High,98,74,74,Forward,23,29.057646774502178,2,1,0,339,23,0
997,2022,91,434,575,16,28,10155,91,1972-09-23,190,63,Hyderabad,Low,43,48,68,Midfielder,34,28.84551245395204,1,2,0,419,51,1
998,2011,64,203,2692,28,16,11460,106,1972-09-24,155,93,Chennai,High,85,98,59,Goalkeeper,25,27.228594936713794,1,1,1,489,62,0
999,2022,26,448,2336,35,20,40257,60,1972-09-25,186,57,Mumbai,Low,74,73,74,Defender,22,20.729945686141,3,1,0,334,62,1
1000,2011,37,1,2926,4,20,6352,96,1972-09-26,171,95,Delhi,Low,35,33,54,Midfielder,29,23.358081913650743,1,2,1,746,85,1
1001,2019,74,146,1914,17,7,47704,490,1972-09-27,163,50,Hyderabad,Low,62,95,53,Midfielder,24,22.701584236554076,1,1,0,992,64,0
1002,2008,63,149,2098,0,35,31981,127,1972-09-28,181,66,Chennai,High,74,81,50,Defender,20,27.063499934661955,2,4,1,646,68,1
1003,2011,12,117,961,18,39,838,402,1972-09-29,188,84,Mumbai,Medium,41,64,94,Goalkeeper,24,21.714173236648588,3,2,0,419,59,0
1004,2004,62,139,185,28,34,8510,58,1972-09-30,194,51,Bangalore,High,34,68,58,Defender,20,18.84950714411226,1,1,0,628,68,1
1005,2022,29,51,217,24,22,37593,117,1972-10-01,161,57,Mumbai,Low,65,83,97,Goalkeeper,31,25.783420769739127,3,1,0,363,61,0
1006,2014,65,113,36,10,12,7275,231,1972-10-02,180,53,Mumbai,Medium,31,93,74,Forward,22,25.23953325540815,1,3,0,504,89,0
1007,2008,94,495,2565,2,5,6424,179,1972-10-03,189,52,Hyderabad,High,49,33,60,Goalkeeper,19,19.953926256148222,1,4,0,475,49,0
1008,2024,82,111,1537,34,27,22144,404,1972-10-04,155,90,Chennai,High,68,62,61,Defender,31,25.712482525625695,2,2,1,586,54,0
1009,2022,70,431,554,16,36,49694,178,1972-10-05,186,74,Bangalore,High,97,53,89,Midfielder,30,18.821095333020516,3,1,0,648,29,1
1010,2004,27,461,1564,4,10,24774,175,1972-10-06,175,91,Hyderabad,High,61,51,65,Midfielder,39,26.76650097114811,3,1,1,368,19,1
1011,2018,61,351,2383,30,39,47996,115,1972-10-07,199,68,Hyderabad,Medium,55,43,85,Defender,22,20.57398813672738,2,1,1,648,42,0
1012,2018,16,19,459,37,2,39983,295,1972-10-08,164,91,Mumbai,High,85,87,73,Goalkeeper,37,26.062887867001788,1,3,1,836,28,0
1013,2007,96,439,459,8,35,19498,36,1972-10-09,192,71,Chennai,Medium,59,32,87,Forward,36,22.766787446716258,3,3,1,869,30,0
1014,2008,95,324,2851,3,49,3555,488,1972-10-10,151,82,Mumbai,High,33,91,51,Goalkeeper,37,29.825926885924478,3,1,1,299,31,1
1015,2002,30,240,132,22,17,40536,61,1972-10-11,160,89,Delhi,High,50,76,51,Goalkeeper,24,18.60754694243328,3,4,1,653,41,0
1016,2013,20,389,1726,36,11,29578,163,1972-10-12,175,83,Mumbai,High,54,96,77,Defender,18,21.48518077760391,3,2,1,727,39,0
1017,2017,75,257,2216,29,26,10948,330,1972-10-13,161,61,Mumbai,Medium,89,73,52,Defender,36,19.702221122583797,3,1,0,82,50,1
1018,2013,17,72,1660,1,25,39645,175,1972-10-14,154,76,Chennai,Low,46,34,52,Forward,18,22.13583285657708,3,3,1,670,62,0
1019,2012,36,290,634,12,3,15161,161,1972-10-15,176,87,Delhi,Medium,92,93,94,Defender,30,25.070771621943102,3,3,0,212,84,0
1020,2023,34,488,2100,30,47,20113,338,1972-10-16,194,59,Delhi,Low,93,76,94,Defender,27,28.042924602791516,3,3,0,441,7,0
1021,2013,16,218,291,13,36,32957,338,1972-10-17,162,57,Chennai,High,97,60,63,Midfielder,32,23.011069241278353,3,4,1,791,82,0
1022,2024,93,152,1758,15,2,22979,389,1972-10-18,168,97,Hyderabad,Low,63,50,61,Midfielder,24,19.903529786835783,3,1,1,439,11,1
1023,2024,77,165,2122,23,31,22285,446,1972-10-19,158,61,Hyderabad,Medium,62,77,53,Defender,20,23.69958661994716,2,4,1,785,27,0
1024,2008,84,447,152,7,14,45870,379,1972-10-20,182,70,Delhi,Low,44,82,74,Forward,27,21.775037164275627,2,4,1,705,54,1
1025,2006,46,38,37,9,19,12437,224,1972-10-21,193,51,Delhi,High,71,53,76,Forward,22,29.992679189612478,1,4,0,637,34,0
1026,2020,62,18,184,3,10,20276,477,1972-10-22,182,59,Mumbai,Low,64,90,75,Midfielder,35,26.818005581987734,1,3,0,383,27,0
1027,2002,89,189,1578,6,48,26857,303,1972-10-23,157,71,Delhi,Medium,69,80,91,Defender,36,22.681224333607247,3,1,1,458,8,0
1028,2020,9,155,2585,36,16,12870,110,1972-10-24,164,87,Bangalore,Medium,44,53,92,Forward,29,20.157586538473385,1,3,1,321,34,1
1029,2012,2,213,1795,24,37,21025,129,1972-10-25,199,62,Bangalore,High,88,73,77,Defender,32,27.313642578327013,1,4,0,313,23,1
1030,2008,61,308,614,1,11,34955,388,1972-10-26,199,58,Mumbai,Medium,69,55,68,Defender,38,26.97841354657485,2,4,0,660,27,1
1031,2008,55,232,208,34,22,16708,143,1972-10-27,163,89,Delhi,High,53,40,54,Forward,37,23.77277899717413,2,1,0,708,80,1
1032,2000,57,480,31,23,32,34318,482,1972-10-28,151,66,Mumbai,Medium,73,78,68,Forward,21,27.234860058812593,1,3,1,704,60,1
1033,2021,61,330,2338,20,39,9495,11,1972-10-29,163,86,Delhi,Low,91,80,56,Forward,28,24.51318943708476,1,4,1,240,86,1
1034,2007,90,199,1344,31,6,49861,339,1972-10-30,193,54,Hyderabad,High,63,69,84,Forward,35,18.611775326783317,1,2,1,424,42,1
1035,2005,1,58,1023,25,43,35859,82,1972-10-31,192,59,Delhi,Low,70,43,97,Forward,26,28.70191976007063,3,1,0,758,3,1
1036,2024,97,12,1099,28,48,38367,276,1972-11-01,158,95,Hyderabad,Low,87,76,62,Goalkeeper,30,19.724589058165257,1,3,0,654,18,0
1037,2014,0,410,453,20,14,5149,37,1972-11-02,192,73,Bangalore,High,98,70,78,Midfielder,38,24.70667369387372,1,3,0,364,8,0
1038,2020,79,169,131,4,42,2997,339,1972-11-03,160,96,Chennai,Low,78,86,75,Forward,23,19.898926776843727,1,4,0,438,23,0
1039,2023,73,34,2495,36,26,48106,76,1972-11-04,172,98,Delhi,High,33,83,67,Defender,38,19.927126580210526,3,3,0,858,73,0
1040,2001,26,282,1286,12,14,16018,316,1972-11-05,156,57,Bangalore,Medium,72,76,84,Forward,39,21.78815372312107,2,1,1,208,62,0
1041,2010,5,482,310,33,32,44764,438,1972-11-06,162,73,Delhi,Low,78,52,78,Goalkeeper,21,19.727459143796562,1,3,1,31,12,0
1042,2020,57,428,79,12,33,38272,310,1972-11-07,180,81,Hyderabad,High,96,62,65,Goalkeeper,19,29.79702995876996,1,2,1,110,60,0
1043,2017,90,460,640,9,3,30963,123,1972-11-08,196,71,Delhi,High,45,55,58,Midfielder,21,21.415433721235924,2,2,1,530,48,0
1044,2002,55,52,94,33,14,46826,224,1972-11-09,156,72,Mumbai,Low,37,95,85,Goalkeeper,30,22.51496002438642,2,3,0,464,71,0
1045,2003,2,448,1158,15,38,38007,228,1972-11-10,169,54,Hyderabad,High,36,65,72,Forward,31,22.80491754137212,3,2,0,710,79,0
1046,2021,7,122,2862,23,0,19496,180,1972-11-11,164,90,Mumbai,Low,95,93,91,Defender,23,28.97458415287059,1,1,1,190,46,0
1047,2003,91,325,2877,7,36,26892,195,1972-11-12,163,87,Delhi,High,51,85,74,Forward,39,21.0355216599665,3,2,1,50,20,1
1048,2011,30,25,2698,11,11,48541,476,1972-11-13,166,75,Mumbai,Low,69,65,59,Forward,32,23.892900500138396,3,3,0,72,41,0
1049,2000,6,20,1443,19,29,49065,457,1972-11-14,179,66,Hyderabad,High,53,80,80,Forward,37,19.18714259873387,2,4,0,962,53,1
1050,2024,32,242,2263,9,47,34126,430,1972-11-15,167,56,Mumbai,Medium,76,45,66,Forward,29,27.95876212905179,2,1,1,799,24,0
1051,2011,7,114,2370,26,3,27404,81,1972-11-16,162,78,Chennai,Low,93,45,93,Goalkeeper,19,27.287282824935538,2,4,0,877,39,0
1052,2012,13,344,344,22,30,11755,320,1972-11-17,199,52,Mumbai,Low,57,52,90,Goalkeeper,23,29.0643853639841,3,4,0,294,42,0
1053,2000,20,73,1609,5,12,41891,135,1972-11-18,187,77,Mumbai,Medium,93,46,96,Forward,28,25.02691255374939,3,4,1,569,62,1
1054,2017,44,159,1108,16,4,41262,244,1972-11-19,184,71,Mumbai,Low,33,60,97,Forward,20,27.395715095519765,1,1,0,608,82,1
1055,2013,6,60,2313,31,6,9888,265,1972-11-20,163,58,Delhi,High,36,89,78,Goalkeeper,21,24.076559548631977,2,1,1,989,37,0
1056,2015,84,499,1546,3,4,38009,116,1972-11-21,171,69,Chennai,High,60,48,73,Defender,36,19.498753950819868,3,2,1,414,22,0
1057,2018,44,235,1810,4,45,4133,483,1972-11-22,165,62,Chennai,High,95,89,73,Defender,27,29.533032879285578,1,3,1,667,51,0
1058,2009,41,194,1390,20,5,13470,231,1972-11-23,171,93,Mumbai,High,57,86,56,Forward,22,22.82538250213961,1,2,0,903,41,1
1059,2005,30,252,16,12,27,34950,102,1972-11-24,185,71,Bangalore,Low,51,59,83,Defender,38,18.56284644951217,1,1,1,975,31,0
1060,2004,46,330,526,21,5,14431,171,1972-11-25,192,97,Hyderabad,High,52,98,92,Defender,20,19.0994027025366,3,4,0,120,50,0
1061,2015,32,131,2086,0,25,13677,282,1972-11-26,155,71,Mumbai,Low,76,78,50,Midfielder,35,19.346261636186114,2,3,1,837,4,1
1062,2014,69,9,2807,32,17,33027,91,1972-11-27,181,80,Bangalore,Low,52,76,82,Goalkeeper,24,28.82759611940835,2,4,0,390,2,1
1063,2002,82,419,711,3,4,21213,322,1972-11-28,163,79,Chennai,Medium,95,87,73,Forward,26,24.594446540182375,2,1,1,729,1,1
1064,2000,10,265,1350,24,13,49534,170,1972-11-29,166,50,Mumbai,High,63,51,79,Goalkeeper,23,21.372507475996578,2,4,0,256,13,0
1065,2011,19,104,1468,20,43,16839,260,1972-11-30,164,84,Hyderabad,High,84,47,88,Defender,22,27.89454319254822,1,2,1,357,45,1
1066,2002,19,476,1891,26,41,6086,170,1972-12-01,198,65,Bangalore,Medium,61,49,89,Midfielder,38,23.847402601376164,3,1,0,256,42,1
1067,2018,5,384,790,8,28,7817,443,1972-12-02,177,59,Chennai,Low,67,82,57,Forward,22,25.02568625510264,3,3,1,308,43,1
1068,2015,64,225,364,1,49,33552,104,1972-12-03,159,82,Bangalore,High,87,55,86,Midfielder,29,23.200956868063077,1,1,1,963,5,1
1069,2003,10,220,232,32,29,21995,206,1972-12-04,159,62,Chennai,High,73,52,54,Forward,20,19.2937857077044,1,4,1,603,70,1
1070,2018,76,71,2942,8,0,9587,125,1972-12-05,188,81,Mumbai,Medium,39,76,77,Midfielder,33,25.31067898628902,3,1,0,969,35,0
1071,2022,87,59,2811,13,33,2138,346,1972-12-06,177,94,Chennai,Low,32,64,85,Forward,27,19.615592296812284,2,4,1,397,51,0
1072,2005,7,158,191,15,47,35201,217,1972-12-07,178,50,Bangalore,High,85,51,75,Midfielder,32,26.08316057179176,1,1,0,730,29,0
1073,2005,28,151,2338,27,43,5081,291,1972-12-08,181,64,Bangalore,Medium,33,54,69,Defender,28,22.259692810521813,2,1,1,323,85,0
1074,2009,53,173,673,1,3,45099,217,1972-12-09,163,69,Hyderabad,Medium,71,36,52,Goalkeeper,36,27.74963185572743,3,2,0,580,13,0
1075,2014,8,183,233,23,49,40814,469,1972-12-10,186,67,Delhi,High,64,72,58,Midfielder,25,29.987340788978525,2,3,0,693,59,0
1076,2018,20,226,2381,29,18,12369,489,1972-12-11,177,73,Mumbai,Medium,46,51,51,Goalkeeper,32,19.866332946960355,2,4,0,485,77,0
1077,2024,6,474,2041,33,45,2429,89,1972-12-12,168,80,Mumbai,High,72,34,92,Forward,31,29.657793506248115,2,2,0,804,74,1
1078,2003,24,361,1827,10,25,26659,104,1972-12-13,151,72,Delhi,High,57,61,61,Goalkeeper,21,21.712168897879796,3,1,1,391,33,1
1079,2002,25,177,866,31,34,11625,408,1972-12-14,161,94,Mumbai,High,74,56,81,Defender,35,22.740792785150646,1,1,1,258,7,1
1080,2023,99,416,1153,23,3,34508,174,1972-12-15,162,93,Bangalore,Medium,77,45,92,Goalkeeper,19,20.809216633276883,3,1,0,417,27,1
1081,2015,79,379,1761,32,26,17789,224,1972-12-16,167,70,Hyderabad,Low,96,63,88,Forward,19,27.125363060574184,3,3,0,972,7,0
1082,2023,8,455,1069,18,10,653,167,1972-12-17,192,81,Hyderabad,Low,43,89,81,Defender,26,25.44663147599593,1,2,0,647,82,0
1083,2021,66,219,1773,36,44,11975,436,1972-12-18,183,78,Chennai,High,45,64,83,Forward,25,18.985211409288908,3,2,1,669,31,0
1084,2019,36,327,494,2,44,2924,263,1972-12-19,162,75,Chennai,High,63,54,55,Forward,21,28.54812722686524,2,1,1,997,43,1
